,H,con,core,dim,energy
0,2.6501564979553223,0.9337947368621826,0.09649180620908737,0.865570068359375,0.17311257123947144
1,2.845691442489624,0.835075855255127,0.09695771336555481,0.8413852453231812,0.1444118618965149
2,2.6973094940185547,0.8882014751434326,0.10188636183738708,0.8436263799667358,0.16132792830467224
3,2.59565806388855,0.7474764585494995,0.10684601962566376,0.8661762475967407,0.18856585025787354
4,2.4323222637176514,0.9215661883354187,0.09013137221336365,0.8775352239608765,0.24348613619804382
5,2.1575469970703125,0.6435557007789612,0.11474139988422394,0.8947169184684753,0.27639466524124146
6,2.523965358734131,1.106176495552063,0.09589321166276932,0.8676571249961853,0.21909217536449432
7,2.5306525230407715,0.7109887599945068,0.10720324516296387,0.8683284521102905,0.21301567554473877
8,2.6852691173553467,1.0780866146087646,0.0826958566904068,0.8513866066932678,0.17202766239643097
9,2.9051706790924072,1.011391282081604,0.0938490629196167,0.8301723599433899,0.10144312679767609
10,2.6864757537841797,1.1075139045715332,0.09495219588279724,0.8393224477767944,0.1597638577222824
11,2.988375425338745,0.9843199253082275,0.05820326507091522,0.8619652390480042,0.08986777067184448
12,2.978194236755371,1.2465100288391113,0.0917249321937561,0.8217517733573914,0.0914328321814537
13,2.665851593017578,1.1879568099975586,0.12259287387132645,0.8211489915847778,0.12433299422264099
14,3.3393654823303223,1.1379761695861816,0.09970246255397797,0.7984530329704285,0.07191148400306702
15,3.000631809234619,0.9238250255584717,0.066059909760952,0.8398646116256714,0.10149329900741577
16,2.8669562339782715,1.4844586849212646,0.07342305034399033,0.8409919738769531,0.10363941639661789
17,2.598775863647461,0.9338635802268982,0.10249442607164383,0.856170654296875,0.19750985503196716
18,3.2347421646118164,1.5026973485946655,0.09971646219491959,0.7953300476074219,0.07529526203870773
19,3.051809310913086,1.330351710319519,0.07573730498552322,0.8361446857452393,0.08327986299991608
20,3.443925619125366,1.452713966369629,0.07487708330154419,0.8062639832496643,0.05422578752040863
21,3.027811050415039,1.4397835731506348,0.06901060044765472,0.8307223320007324,0.10184106975793839
22,3.1558055877685547,1.3168213367462158,0.08312420547008514,0.8235409259796143,0.08221383392810822
23,3.372196674346924,1.1585233211517334,0.058847576379776,0.8151544332504272,0.06128827854990959
24,2.8611786365509033,1.3627389669418335,0.08805427700281143,0.850099503993988,0.13357043266296387
25,3.0065364837646484,1.3004462718963623,0.0631604790687561,0.8570021390914917,0.08898484706878662
26,2.88893461227417,1.6129395961761475,0.07076288014650345,0.8542304635047913,0.0963134616613388
27,3.4300827980041504,1.300830364227295,0.11769041419029236,0.7816017866134644,0.056642599403858185
28,3.1925015449523926,1.033523678779602,0.08144932985305786,0.8190166354179382,0.10920783132314682
29,3.009584903717041,1.0535579919815063,0.09562378376722336,0.8283829092979431,0.1170177161693573
30,3.0704150199890137,1.8271795511245728,0.07098361849784851,0.838115394115448,0.08385103940963745
31,2.631805896759033,1.4292948246002197,0.07428748905658722,0.8653644323348999,0.13838908076286316
32,3.1557817459106445,1.1091606616973877,0.059495724737644196,0.84218430519104,0.07141374051570892
33,3.181710720062256,1.5707579851150513,0.09032010287046432,0.8173606991767883,0.07203146815299988
34,3.2826151847839355,1.0906975269317627,0.08234425634145737,0.8114534020423889,0.0771164521574974
35,3.146686315536499,1.3215203285217285,0.07188089936971664,0.8296397924423218,0.07356469333171844
36,2.9688541889190674,1.7353575229644775,0.1006525456905365,0.824862003326416,0.10130821913480759
37,2.9909887313842773,0.8167617917060852,0.10047504305839539,0.8382333517074585,0.12556762993335724
38,2.882838249206543,1.535665512084961,0.06579213589429855,0.8545998930931091,0.10104658454656601
39,2.8883235454559326,2.085698366165161,0.0705881416797638,0.8302440643310547,0.11404876410961151
40,2.950277328491211,1.405702829360962,0.0807659775018692,0.8472608327865601,0.09817346930503845
41,3.1332571506500244,1.0257083177566528,0.11893317103385925,0.815244197845459,0.1016910970211029
42,3.2336275577545166,1.035984754562378,0.08337381482124329,0.8180224895477295,0.07423309981822968
43,3.0159666538238525,1.3649173974990845,0.06296814978122711,0.8409935832023621,0.09551982581615448
44,3.2606873512268066,1.4653143882751465,0.0876777246594429,0.8052709102630615,0.06358515471220016
45,3.484111785888672,1.158543586730957,0.08492104709148407,0.799608051776886,0.056711673736572266
46,3.2731781005859375,1.0349410772323608,0.09602224826812744,0.8068602085113525,0.08114323765039444
47,3.170654058456421,1.647172212600708,0.06442052125930786,0.8294618725776672,0.06854812800884247
48,3.1462016105651855,1.2659811973571777,0.07845935970544815,0.8305258750915527,0.07814613729715347
49,3.1062464714050293,1.454301357269287,0.08323349803686142,0.8251124620437622,0.07897120714187622
50,3.0150113105773926,1.369230031967163,0.06027013808488846,0.8464657068252563,0.10069030523300171
51,3.0083556175231934,1.0933265686035156,0.1065727174282074,0.8236231803894043,0.09255650639533997
52,3.1103572845458984,1.4583101272583008,0.08711005747318268,0.8141916990280151,0.07249713689088821
53,2.7827208042144775,1.7311701774597168,0.07637225836515427,0.8583352565765381,0.10548828542232513
54,3.2335119247436523,1.5665771961212158,0.07710102200508118,0.8105254769325256,0.06514596194028854
55,3.084202289581299,1.3286705017089844,0.08953507989645004,0.8314788341522217,0.08437974750995636
56,2.985264778137207,0.8039947748184204,0.07581198215484619,0.8471921682357788,0.14167729020118713
57,3.144357681274414,1.1496487855911255,0.09585720300674438,0.8125529885292053,0.09334706515073776
58,3.1483187675476074,1.0349674224853516,0.0923229306936264,0.8321648836135864,0.0752318799495697
59,3.14924693107605,0.9581642150878906,0.07814058661460876,0.8350105285644531,0.1052217185497284
60,2.741006851196289,0.9704970121383667,0.10329325497150421,0.8488258123397827,0.19823656976222992
61,3.380689859390259,1.1014301776885986,0.0891837477684021,0.8093952536582947,0.05669368803501129
62,3.125600814819336,1.059373378753662,0.06885463744401932,0.8374816179275513,0.08738746494054794
63,3.2654037475585938,1.0818933248519897,0.10271763801574707,0.8073455095291138,0.07087966799736023
64,3.2407212257385254,1.4811320304870605,0.08447613567113876,0.8133527040481567,0.06609613448381424
65,3.166417121887207,1.311478614807129,0.08044164627790451,0.8179748058319092,0.07761294394731522
66,3.3874263763427734,1.4615809917449951,0.09505637735128403,0.7909002304077148,0.0591607391834259
67,3.0222408771514893,1.1575617790222168,0.0916212871670723,0.8166507482528687,0.11755669116973877
68,2.940302848815918,1.234884262084961,0.07018190622329712,0.8536440134048462,0.09348027408123016
69,3.292734146118164,1.0578538179397583,0.08985494822263718,0.8084405660629272,0.07319335639476776
70,3.253312110900879,1.1337319612503052,0.08386553823947906,0.8271886110305786,0.06255807727575302
71,3.2540907859802246,1.3798351287841797,0.07864288985729218,0.8090177774429321,0.06978778541088104
72,3.152789354324341,1.1947696208953857,0.05713214725255966,0.8420750498771667,0.07538959383964539
73,3.203489303588867,1.2133510112762451,0.0726434588432312,0.8323732614517212,0.06533277779817581
74,3.5176875591278076,1.5158984661102295,0.09742587059736252,0.7658263444900513,0.0540526881814003
75,3.081753969192505,1.4582571983337402,0.08902725577354431,0.8254998922348022,0.08958200365304947
76,3.1817409992218018,1.4264748096466064,0.0836629867553711,0.8180822134017944,0.07787296175956726
77,3.116511344909668,1.2746226787567139,0.10809685289859772,0.8135215044021606,0.0835675299167633
78,3.0585663318634033,1.8034205436706543,0.08833500742912292,0.8145433068275452,0.08135019242763519
